,id,elapsed_time,total_time,remaining_time,XG_2000,RF_50,LM_pred,Lasso
1594,142,1194360,7299960,6105600,6030207.5,6130888.8,5080411.18018,5848761.71445
3028,162,103500,4836120,4732620,4677318.5,4735920.0,4229828.76379,3941597.39333
158,79,4500,4151700,4147200,4144450.5,3334242.0,2733264.1441,2877086.22207
5503,102,2999400,3198240,198840,180334.90625,373850.4,0.0,627047.546638
1948,98,1589160,7319880,5730720,5638368.5,5483746.8,5546781.9129,5489195.07591
2807,92,160860,613860,453000,386133.75,738308.4,2064382758.22,256777.656097
8532,40,27120,163800,136680,143071.421875,143605.2,905677.969238,1065313.43844
1348,67,1292580,3120480,1827900,1651880.25,1870300.8,3919963.12744,2970183.66163
3129,130,1694880,3083940,1389060,1321290.875,1424449.2,1739158.31647,1697799.18466
2488,98,2098560,7319880,5221320,5221940.5,5244109.2,1738721815.11,5156118.35477
7492,189,52260,308460,256200,465661.8125,337215.6,1279664.06818,1062925.09361
739,56,123060,6361440,6238380,5648151.0,3773065.2,4161822.81622,3664893.18462
6309,172,54360,1443960,1389600,1305685.5,1368108.0,1749674.34692,1191525.71244
8030,220,1994100,2714040,719940,718622.0625,717585.6,1169983.14551,553706.455112
210,141,26100,7406100,7380000,5829049.5,4189045.2,4712062.82953,4647001.38194
3496,86,2319780,3519180,1199400,1234471.625,1196058.0,2464031.29388,1786768.60577
1371,112,225420,1303440,1078020,884205.9375,1211808.0,670839.35437,1216479.34479
5073,156,2493420,2639280,145860,122428.5,133240.8,10359938489.6,-54379.6560117
8568,40,53580,163800,110220,130052.867188,139348.8,687866.72522,984153.129703
5592,217,523620,557700,34080,109432.617188,33244.8,0.0,431207.354129
7715,178,416940,904200,487260,244792.234375,258762.0,0.0,69095.5245328
7745,186,2776200,3636240,860040,886118.9375,895314.0,0.0,1296517.21916
5015,217,33660,557700,524040,615295.3125,514963.2,1941934.56604,2554629.33731
1674,146,1473060,6670800,5197740,5198133.0,5208776.4,5954731.69849,5636500.32269
1822,66,1760460,4817700,3057240,3082995.5,3005014.8,3607912.91357,3295815.61295
5469,210,283620,1118160,834540,951019.5625,888241.2,88950.1130981,240542.416546
8817,160,1432380,1564260,131880,120842.984375,134028.0,204175.818909,302834.057512
8934,196,3223620,3281700,58080,74871.125,55746.0,0.0,114191.801704
8488,14,1187520,1327560,140040,109120.976562,132788.4,283285.898743,185821.632626
255,99,3600,28560,24960,0.0,1316041.2,1759019.81049,2513161.57751
404,141,194400,7406100,7211700,7045245.0,7186339.2,7927473.06781,6016278.01199
4520,213,418380,3206820,2788440,2781335.75,2789536.8,3101305.26678,3558189.29365
135,146,86460,6670800,6584340,6477104.0,6533115.6,5008211.67963,4753475.1081
1735,79,1559700,4151700,2592000,2592322.0,2595738.0,2881850.59094,2620293.35083
8510,57,2513460,2756640,243180,251592.484375,278026.8,14751392078.6,138608.558905
5292,113,3184260,3646740,462480,426066.0,395030.4,667036.681824,484612.988317
7685,15,939540,1822860,883320,875370.875,879642.0,0.0,651156.047346
6122,63,3990720,6232860,2242140,2249861.0,2248905.6,0.0,2374875.17723
3483,148,1786860,1938900,152040,156787.234375,151845.6,733870.879211,217313.610024
4391,156,1982100,2639280,657180,665114.625,603367.2,1460195.25568,537139.115008
1946,98,1588980,7319880,5730900,5646395.5,5493154.8,5755173.73993,5597994.04569
5145,131,3662700,6825900,3163200,3169339.25,3170871.6,3227375.1134,3121932.94115
6728,13,683940,2525940,1842000,1825407.0,1798371.6,1996824.54932,1679152.55431
7525,64,5788440,6845160,1056720,1090655.125,964642.8,2151715.96545,1203745.71722
3876,203,1059420,1897500,838080,841440.0,832546.8,12741627293.2,814059.298318
8609,63,5995740,6232860,237120,243680.03125,242133.6,292570639.612,400322.780359
7919,170,20580,665160,644580,300321.3125,349244.4,76924.6160278,243484.430015
7564,27,349020,402780,53760,37648.3359375,70936.8,456846.643921,338947.581216
2325,156,190080,2639280,2449200,3101557.5,2447910.0,3693618.09393,3637343.90145
8207,13,1891560,2525940,634380,627060.6875,638056.8,638852.00354,324422.685144
3194,130,1733160,3083940,1350780,1359672.625,1359212.4,1410195.21301,1485703.37247
3412,137,65160,243720,178560,172809.0625,278192.4,645065.826416,317135.780535
7622,15,886800,1822860,936060,932429.5625,924289.2,675757.42627,757810.859103
4501,96,2123400,2123400,0,990.71661377,3396.0,604200.715393,320199.664302
5641,177,1626660,1713060,86400,43314.109375,209389.2,63656.8116455,-132390.693717
6111,220,492060,2714040,2221980,2174049.0,2243080.8,1457967.88354,2294017.5801
6821,13,883680,2525940,1642260,1619102.375,1647979.2,1811529.06519,1675913.2463
1441,113,28920,3646740,3617820,6107407.5,5822816.4,5384222.60913,4706389.31673
1859,138,1782000,1785600,3600,664.188598633,19328.4,0.0,-159259.66171
4268,73,1300800,1303500,2700,308318.78125,281838.0,0.0,133184.391527
2582,143,430260,1898460,1468200,1435896.375,1386213.6,1113640.67084,935556.009963
450,150,527400,626340,98940,87750.5703125,453153.6,168935.966248,9695.73387278
1103,77,0,3257040,3257040,3558753.5,3183943.2,3619244.7403,2555947.08219
1873,111,1835220,3974400,2139180,2180868.25,2224180.8,2228399.97015,2066531.08883
8220,196,2677320,3281700,604380,619158.8125,605742.0,0.0,170586.399336
7218,61,6225300,6225300,0,259.893188477,34851.6,74504.3757935,1866.65302533
5077,98,4155300,7319880,3164580,3125990.75,3033788.4,3504514.7193,2946869.77455
5549,63,3473340,6232860,2759520,2751530.25,2757986.4,2223560.36346,2701472.42319
8966,206,1986480,2086740,100260,0.0,100734.0,30282.6190186,196507.630198
4608,199,957840,975720,17880,114496.476562,71377.2,0.0,-166061.197303
8338,208,1561140,1620480,59340,41779.1054688,48972.0,0.0,45325.18536
3865,98,3307500,7319880,4012380,4059455.5,3898449.6,0.0,3954420.23923
1682,98,1270980,7319880,6048900,6075045.0,5888307.6,6468850.84802,6726408.46897
5245,20,39660,39660,0,990134.25,637659.6,3207092584.14,1207128.81941
602,56,35160,6361440,6326280,2806911.25,2577914.4,2109224.34375,2359801.7382
7021,213,2529060,3206820,677760,660423.75,661434.0,1035346.80164,555568.14774
4784,98,3997380,7319880,3322500,3226414.75,3099442.8,3460490.01672,3415021.75263
3767,73,856320,1303500,447180,441654.34375,456795.6,0.0,578964.542823
4986,213,803040,3206820,2403780,2311146.75,2403457.2,14708432151.5,2746385.46269
8405,13,2147160,2525940,378780,374094.625,364166.4,0.0,363733.790906
8026,26,1488720,2036760,548040,510205.3125,561133.2,534652.585266,448098.064305
454,52,382260,608400,226140,206066.703125,780895.2,0.0,506680.146981
2218,82,1478580,2195880,717300,772118.25,758858.4,1247570.48938,532029.642802
1054,72,341160,2385960,2044800,2107608.0,1901386.8,6284097638.16,2386727.74953
4837,90,47700,1532940,1485240,1394921.625,1358907.6,1421620.97662,969156.17037
8642,188,4193760,4327560,133800,126179.53125,155990.4,0.0,41588.7421426
5155,19,46080,608940,562860,660920.9375,779842.8,0.0,-78901.1779112
6565,46,1724160,2027040,302880,319179.09375,332124.0,15632846479.1,445847.233133
7290,164,41040,123600,82560,188387.953125,319287.6,0.0,-312964.375878
7711,141,6486000,7406100,920100,914844.125,919680.0,1368606.91187,843080.512776
3665,203,783720,1897500,1113780,1107465.5,1115773.2,4949355432.4,26171.6762778
8174,197,622020,626580,4560,61816.6601562,96423.6,653659.025208,887846.108837
6119,89,1039080,1736340,697260,693598.1875,829106.4,1533409.80347,930209.899951
863,131,7620,6825900,6818280,6472740.5,5651326.8,2735519.47559,2533127.69358
2261,117,888180,1144740,256560,344620.03125,194263.2,402919.647095,702487.303118
1628,123,13980,3545820,3531840,3203630.5,3617434.8,2556108.11334,2338343.8035
4656,168,313680,438000,124320,199061.84375,468223.2,891417.296936,306663.172144
55,109,10800,274500,263700,256640.734375,736912.8,2243476.39471,1715875.99324
4554,156,2074200,2639280,565080,567682.625,559885.2,293860.207642,596675.246703
5370,146,4673100,6670800,1997700,2036411.125,2065966.8,2255247.96002,1987942.26464
771,76,656760,7552500,6895740,6879912.5,6897124.8,6989072.39496,6622204.20191
1477,113,45300,3646740,3601440,5464184.0,5532630.0,4190113.15393,3653405.916
1904,115,643260,954000,310740,454253.75,540163.2,1616212.22076,1684405.30355
8943,13,2459400,2525940,66540,69535.5390625,71953.2,0.0,92726.3789764
4887,213,749580,3206820,2457240,2447486.75,2450629.2,2520677.64087,2716704.8358
7138,5,622620,748200,125580,106436.742188,116305.2,3975.56347656,-35752.8361048
5967,155,1967100,3225180,1258080,1210350.75,1165425.6,1180137.1214,625484.320566
731,53,353040,582540,229500,310715.53125,221978.4,184264.311279,851723.790037
3112,96,1086600,2123400,1036800,1058772.625,1183375.2,1169787.185,1133875.9709
7815,31,1374660,1374660,0,46415.5976562,51458.4,818230.239136,290650.210718
4643,141,3997200,7406100,3408900,3352177.0,3397519.2,3456848.5459,3264872.27092
7702,176,1454340,1462860,8520,48622.4960938,95013.6,319164.524597,-609391.27261
5367,216,226380,496500,270120,299410.75,543547.2,314867.970154,481278.415208
2198,142,1737960,7299960,5562000,5532478.5,5567143.2,6078734.07611,5258279.20031
5849,89,697860,1736340,1038480,885402.5,718219.2,1404616.24841,1069806.91566
2549,83,1814400,1818000,3600,298.22756958,9712.8,0.0,-35683.9241049
8061,209,768600,1091400,322800,339565.21875,293138.4,1213136.46808,1405632.0678
6774,191,1651020,1811280,160260,147303.609375,178407.6,0.0,176440.359034
90,111,115860,3974400,3858540,3606572.25,3896947.2,2730044.22119,3070639.66926
1031,86,90660,3519180,3428520,3450008.25,3428479.2,2676585.58569,3160180.41446
1277,122,379140,861720,482580,517575.4375,605150.4,424607.770264,782148.221825
1172,112,80340,1303440,1223100,1213837.25,1142221.2,889377.066467,1431006.82535
1617,61,1507920,6225300,4717380,4759291.5,4777143.6,0.0,4766361.3159
2014,126,960,496560,495600,577727.6875,802212.0,1934330.41479,1937979.8378
3188,142,2692980,7299960,4606980,4597500.5,4652420.4,4771577.45404,4557052.7709
1553,134,101820,3656580,3554760,3391426.75,3474592.8,3945243.07599,3987114.05083
836,66,777120,4817700,4040580,4111379.75,3994192.8,0.0,3809307.18334
2638,1,1153080,1447140,294060,145895.0,396960.0,0.0,179004.834145
1300,132,13440,1658640,1645200,1653355.125,1621084.8,2135936.6759,2194132.38027
5758,220,100440,2714040,2613600,2398581.25,2514621.6,2838333.4151,2125267.21456
3946,71,2848560,3996240,1147680,1121178.875,1157756.4,1544797.97473,1472443.42078
7690,76,6591540,7552500,960960,954683.6875,948758.4,9755596387.99,503475.342308
1119,112,41880,1303440,1261560,1421702.0,1310080.8,1571025.96509,1581831.24043
958,72,161460,2385960,2224500,2332051.5,2042320.8,3251691.5556,2439877.36643
7558,75,5913060,6135000,221940,516299.9375,780649.2,70226.5895386,-33272.3806921
1092,131,339840,6825900,6486060,6116441.5,6364119.6,3155794.67749,3845240.21674
8662,64,6781920,6845160,63240,57396.6015625,62616.0,151777.782654,130955.574708
8306,22,428820,810360,381540,342047.8125,327398.4,534818.556091,804208.477319
2518,108,1136940,3191940,2055000,2023791.25,2049163.2,1269866.2572,1708699.70047
4291,63,2465520,6232860,3767340,3798759.5,3641037.6,3011042.63708,3814053.60112
6029,13,43020,2525940,2482920,2335983.5,2077707.6,1555623.59833,1068010.04193
1453,60,1204800,7401300,6196500,6138259.0,5693756.4,4903103.81714,4883799.14222
3239,130,1779480,3083940,1304460,1351288.625,1326788.4,1671369.28461,1494144.14041
8077,211,61800,87180,25380,44353.8710938,74059.2,0.0,-110380.442497
5900,196,721320,3281700,2560380,2532900.0,2535988.8,5931839482.16,2260403.23051
1458,130,139740,3083940,2944200,2950845.0,2813208.0,2362743.5871,2875905.1663
6906,222,217800,1113000,895200,901881.4375,888470.4,132352.737915,294071.437412
3133,192,219240,4648740,4429500,4411518.5,4429564.8,5203685.4259,4784466.69141
6932,4,1177800,1326000,148200,152919.875,148980.0,0.0,94235.6749283
8375,207,192840,272580,79740,133240.15625,203905.2,0.0,-2217.96093802
3916,60,3426000,7401300,3975300,2780421.75,3441975.6,3925885.6178,3524683.94804
7665,183,41460,445560,404100,553753.5,494908.8,0.0,-479111.202693
1832,135,1171800,5649480,4477680,4027803.0,3775452.0,3573968.77802,2910806.62031
5926,4,176880,1326000,1149120,1157840.75,1146844.8,111247.55896,945308.919468
303,79,136320,4151700,4015380,3652199.5,3998763.6,5349665.88782,4564367.73684
5099,196,109560,3281700,3172140,3175561.25,2922082.8,2115174.19836,1383229.75959
2047,133,607800,6181200,5573400,5607034.5,5565500.4,5306963.28296,4870409.32009
4640,131,3388500,6825900,3437400,3366322.75,3430172.4,3048157.33319,3314657.8116
3205,142,2706720,7299960,4593240,4597459.5,4586259.6,3908087.0788,4495804.83934
8915,58,914940,992100,77160,54516.546875,72627.6,522241.677002,19155.8659773
8778,13,2366640,2525940,159300,176091.5,282321.6,0.0,-292542.476375
5307,196,222360,3281700,3059340,3105223.25,2757415.2,2109459.97687,1861870.63128
6781,204,844140,2567700,1723560,1785141.5,1709259.6,1956227.71802,1782998.46213
5122,187,267600,2496960,2229360,1545151.75,1670848.8,794692.709534,864591.118883
8008,18,1393140,1779540,386400,402939.59375,375934.8,1808649.65118,401466.813017
2147,145,577200,586680,9480,87688.6015625,96639.6,0.0,-440702.130178
3512,86,2331180,3519180,1188000,1137888.0,1169863.2,1087612.76257,1169747.30246
7036,160,41520,1564260,1522740,1163174.625,1340834.4,1031073.47607,1592142.43574
1365,132,61020,1658640,1597620,1818781.125,1113926.4,1892267.29761,1972081.68753
5843,63,3645540,6232860,2587320,2651792.25,2597319.6,0.0,2625694.96564
6382,220,674760,2714040,2039280,2018194.625,2061142.8,2277056.95984,1933864.94883
7006,204,1027320,2567700,1540380,1468341.5,1529797.2,1435889.94678,1356685.16889
3834,98,3286980,7319880,4032900,4019751.5,4020825.6,4267201.04089,4238344.6313
7063,31,747180,1374660,627480,572787.0,630496.8,718664.61615,520446.768305
2545,78,1814400,1818900,4500,10088.5712891,447476.4,0.0,74365.7859846
4328,203,1347900,1897500,549600,416008.15625,511628.4,11114439387.6,203541.539271
6986,151,3425820,3643800,217980,206884.90625,214131.6,0.0,266721.172148
4852,74,2976000,2979600,3600,0.0,47919.6,2537973.55444,2305332.13382
6226,162,2835660,4836120,2000460,1974003.125,1966251.6,1685212.34912,2214721.5435
2020,83,1325640,1818000,492360,453479.9375,500364.0,581111.490417,580616.160094
1951,83,1270440,1818000,547560,547263.625,541765.2,1399778.21924,509636.983107
164,146,125700,6670800,6545100,6482026.0,6404085.6,5878017.47858,5228101.31187
3960,114,1057140,1201080,143940,202511.4375,296409.6,498851.673828,469004.074457
7572,15,853500,1822860,969360,930245.5625,800920.8,0.0,563292.670671
8501,40,2880,163800,160920,859574.5,189132.0,308782.169922,489247.10842
3308,173,544800,3215700,2670900,2663445.0,2662764.0,2843992.12286,2130179.07945
8406,43,4500,4500,0,59908.75,138746.4,158032.359497,416353.199256
5591,57,82560,2756640,2674080,2710196.75,2610328.8,2693023.78137,2448420.61263
5711,10,133560,979740,846180,1015311.3125,1250151.6,1774236.94727,1170402.00558
4514,151,1332240,3643800,2311560,2333473.75,2250134.4,1753909.32843,2277808.65668
7846,6,51840,133560,81720,396121.34375,467694.0,1656766.58594,1689725.49229
8103,37,32460,736020,703560,571498.875,632016.0,1326708.36926,999344.968959
4055,184,673200,1800900,1127700,1117563.75,1041364.8,703036.360046,831612.540275
2424,83,1753200,1818000,64800,181356.453125,265015.2,0.0,-109046.650525
4418,135,3312840,5649480,2336640,2391571.0,2275500.0,2209226.36121,2336572.96443
8638,40,89760,163800,74040,125037.296875,113226.0,917801.952393,1394255.36834
7566,167,534900,534900,0,14702.4472656,163996.8,0.0,-471536.918168
455,79,382320,4151700,3769380,3730079.25,3725433.6,3299918.40735,3954148.37864
4024,135,3073380,5649480,2576100,2584346.25,2577328.8,1063481979.13,2814881.29279
3959,123,2161620,3545820,1384200,1404860.875,1320807.6,22473736862.1,1285452.00819
6402,18,97740,1779540,1681800,1603233.0,1462465.2,1489659.15625,1511833.44629
2795,79,2423700,4151700,1728000,1337209.125,1670852.4,1700434.01691,1660583.25437
5781,63,3614940,6232860,2617920,2644533.75,2618784.0,13074590237.8,2526043.04854
6255,131,4680300,6825900,2145600,2196284.25,2017382.4,1939657.19574,2250354.05518
9013,131,6798300,6825900,27600,30973.8613281,19796.4,0.0,13282.3772483
471,79,393600,4151700,3758100,3484555.25,3317707.2,2137739.64728,3789642.51489
6051,204,104700,2567700,2463000,2513687.5,2443538.4,3058538.22437,3106653.18996
7987,196,2516100,3281700,765600,739333.25,760177.2,53443.2480469,569278.494456
5866,169,845820,2190660,1344840,1340149.375,1346836.8,1716168.08917,1246667.94291
6952,5,515820,748200,232380,258995.53125,247833.6,283918.225647,314072.921491
5455,196,463920,3281700,2817780,2487435.0,2592036.0,2767047.68036,2038844.03136
630,56,41880,6361440,6319560,4820252.5,2816054.4,4480706.1568,3849565.55315
4294,131,3059040,6825900,3766860,3773741.5,3762720.0,3821785.22717,3727657.10297
8857,37,632460,736020,103560,117083.039062,125877.6,0.0,-54174.56941
736,118,59760,459900,400140,264953.8125,593554.8,1899778323.06,166217.597632
5589,217,523200,557700,34500,38499.7109375,32710.8,28030.8494873,349369.133352
3860,98,3297360,7319880,4022520,4052455.0,3970236.0,21007599874.5,4046293.0706
6482,196,1284900,3281700,1996800,1990538.375,1997640.0,0.0,2318305.49379
3852,184,537960,1800900,1262940,1266936.375,1119092.4,1565631.71014,1092931.29806
849,142,502080,7299960,6797880,6752831.5,6805645.2,7659099.06628,6632726.96989
807,75,103080,6135000,6031920,5759009.0,5883991.2,5280262.69312,4535465.3022
6348,220,665400,2714040,2048640,2053681.75,1987897.2,2132936.92969,2049269.63638
884,118,156180,459900,303720,348218.75,298124.4,1112906.42926,498193.755305
3520,86,2332980,3519180,1186200,1155379.75,1164643.2,1148110.37415,1587063.36255
1927,134,511980,3656580,3144600,3138729.5,3111907.2,2140849.96436,2339741.47544
5382,49,3942900,3991980,49080,41842.5703125,104614.8,0.0,115053.959472
2577,158,79320,2044680,1965360,1994999.75,1971786.0,2845710.66724,2690295.90355
3689,116,114720,786600,671880,796360.6875,776012.4,1652613.63477,1414771.90831
5154,69,2016300,2073180,56880,188813.65625,95376.0,195058.617065,-199754.825001
6100,155,2221800,3225180,1003380,1003286.75,1001737.2,1156292.88239,934460.765279
3389,71,2339640,3996240,1656600,1240107.375,1195150.8,294135.431091,-50762.7221899
1567,63,92520,6232860,6140340,6022066.5,6050444.4,5463797.01611,5057321.5257
8160,63,5563740,6232860,669120,670817.5625,661341.6,0.0,746282.583762
6980,31,701400,1374660,673260,691226.6875,669848.4,0.0,720686.589813
7454,8,24060,615060,591000,586197.1875,609090.0,0.0,5606.86679547
425,142,239340,7299960,7060620,7020245.0,7067113.2,5446659.29529,5550272.54926
7093,167,129780,534900,405120,400770.21875,405460.8,823772.847412,393344.873855
8558,139,82080,273900,191820,164635.421875,142402.8,0.0,-333384.173217
405,79,220080,4151700,3931620,3912904.25,3804378.0,5491954.99475,4873303.64466
6905,188,2831160,4327560,1496400,1535867.625,1544787.6,1782627.83807,1632400.70878
3151,73,429480,1303500,874020,807664.75,896247.6,1433144.11157,1010297.44652
4404,215,1457520,1851720,394200,323835.25,310909.2,0.0,-290473.667573
6578,63,4304040,6232860,1928820,1923801.125,1879126.8,5181357.78595,1937101.41956
1048,86,105780,3519180,3413400,3323577.25,3303958.8,2970704.1861,2987614.55041
539,76,505080,7552500,7047420,7060915.5,6778134.0,5467952.10364,6430731.6096
7922,15,1091820,1822860,731040,742007.125,742615.2,75167.6762085,755003.885445
5153,157,39000,1993260,1954260,1551012.25,1770852.0,272238.620056,728388.530375
5954,10,251160,979740,728580,812816.625,819273.6,796627.366089,532259.181497
5212,216,0,496500,496500,1126229.875,857719.2,2082826.45844,1723932.75641
2431,108,1098240,3191940,2093700,1971536.5,2068897.2,2099628.25067,2515516.75183
8731,162,4829760,4836120,6360,28491.5566406,189936.0,146053.748535,-43739.1259664
7042,195,117420,393120,275700,337056.3125,381562.8,0.0,305138.091384
834,121,244440,856140,611700,606548.5625,617942.4,749328.425537,689599.255156
8157,196,2612220,3281700,669480,668083.125,664245.6,0.0,920023.179936
5219,213,939480,3206820,2267340,2249404.25,2252485.2,2857066.85461,2384673.73771
1274,108,10020,3191940,3181920,3896217.5,3044400.0,3977413.77539,3953794.77493
8526,159,2442780,2480580,37800,22968.3671875,68914.8,0.0,-1156269.26778
590,56,28800,6361440,6332640,2346214.75,2245141.2,1793013.63025,2488818.56715
8115,28,175620,493260,317640,262074.734375,293053.2,797667.755676,495368.804776
7476,174,1273260,1300440,27180,0.0,58696.8,0.0,-449817.223175
6839,213,2422560,3206820,784260,740164.125,717794.4,7594697126.55,983301.523646
3785,141,3217500,7406100,4188600,4187139.5,4184512.8,0.0,4309669.20886
6601,151,3043920,3643800,599880,595936.875,598575.6,308394.45343,691614.461331
1204,117,14280,1144740,1130460,1224187.25,1066585.2,1435280.61713,1871025.65752
7995,172,1390920,1443960,53040,100617.5,104362.8,100356.975769,-299484.142755
3928,114,1029180,1201080,171900,204253.265625,206718.0,885668.613953,513353.561559
1376,130,81540,3083940,3002400,3273775.75,3047199.6,4570126.1925,3246019.93207
118,76,57360,7552500,7495140,6678579.0,5610315.6,4662239.90295,4188569.49943
1676,135,926100,5649480,4723380,4661832.5,3512086.8,2888700.56189,2493728.12114
8465,188,4085160,4327560,242400,250368.25,243568.8,807978.408752,548968.145819
3546,147,1317000,1479360,162360,215280.90625,226580.4,273168.80542,67602.9623612
610,140,430620,1300140,869520,903189.75,876091.2,1903234.77045,2245635.54006
1622,134,153300,3656580,3503280,3497650.75,3517113.6,2781606.43158,2680511.25301
6871,13,908520,2525940,1617420,1616595.25,1607132.4,0.0,1645420.53362
7607,98,6321780,7319880,998100,981634.875,1014465.6,248540.790039,1145629.61449
1197,77,66000,3257040,3191040,3137274.0,3186057.6,1397323.16803,1949938.34313
6044,204,89340,2567700,2478360,2455044.0,2411139.6,3104359.07599,3185210.80019
1497,33,74400,78900,4500,25970.3789062,310237.2,393161.255615,618693.688393
3316,130,1815180,3083940,1268760,1258331.125,1269222.0,1189806.23291,1096761.46656
5971,57,290100,2756640,2466540,2428771.5,2463321.6,0.0,2620053.12107
7658,220,1745640,2714040,968400,975534.0625,985290.0,69216.2598267,576567.402946
1581,119,0,2742780,2742780,1659494.0,1640139.6,857474.18811,1989174.40475
8720,188,4243560,4327560,84000,82614.1953125,76161.6,128526.247925,-15603.5418573
3536,165,738960,1262880,523920,609807.125,584788.8,0.0,-281480.359534
163,111,193800,3974400,3780600,3791710.5,3777076.8,3896666.36725,3713962.35237
0,68,0,262800,262800,1526501.125,744228.0,1018973.15186,1355930.98177
8416,14,1153980,1327560,173580,166144.640625,150189.6,0.0,121038.033508
6999,204,1024560,2567700,1543140,1499009.0,1546038.0,1428054.72668,1541340.38103
6213,213,1881720,3206820,1325100,1489192.375,1489858.8,0.0,1479943.98512
3850,114,975240,1201080,225840,244968.328125,231118.8,140033.971497,626387.844483
453,76,468120,7552500,7084380,7152387.0,7085563.2,5962699.19073,7368837.99373
4084,116,518400,786600,268200,279056.84375,255798.0,296889.693481,115094.280689
4508,213,412440,3206820,2794380,2827935.75,2801079.6,3265563.40527,3510767.7893
2569,158,78120,2044680,1966560,2087567.75,1977639.6,2113328.42938,2913919.56022
8883,221,934800,934800,0,16206.3730469,139017.6,839552.264771,404843.069093
1931,72,1143720,2385960,1242240,1294169.25,1360556.4,1504539.46674,1545974.17144
3107,158,572280,2044680,1472400,1389131.625,1357282.8,1719609.80737,1785680.97535
1176,105,1096260,1314480,218220,207774.96875,238844.4,241298.471191,-240385.96461
6398,18,94740,1779540,1684800,1665376.0,1520540.4,1131970.31232,1384759.27572
2023,86,1041180,3519180,2478000,2484081.25,2454979.2,2277658.36707,2278959.48666
3019,158,368880,2044680,1675800,1718406.625,1721532.0,1790677.06329,2378577.85211
6870,13,908400,2525940,1617540,1615872.875,1609960.8,750497.754517,1627180.03515
702,124,603000,754200,151200,201739.078125,238705.2,1061491.82208,754749.339657
5213,196,173160,3281700,3108540,2702030.5,2204850.0,2332136.84399,1748730.70438
8954,22,810360,810360,0,1162532.5,1013391.6,2982435.2923,3293684.41322
8332,152,3416340,3766500,350160,356490.875,336458.4,0.0,211243.97193
5303,134,3206400,3656580,450180,445964.90625,463568.4,588541.175171,305148.347753
7193,15,486900,1822860,1335960,1307187.875,1329517.2,0.0,2450.83473308
6103,204,282360,2567700,2285340,2309088.75,2295388.8,3081022.24249,2957389.61383
3975,60,3462900,7401300,3938400,3632805.5,3337395.6,4609172.51514,3740559.34883
6196,76,5356800,7552500,2195700,2057158.0,2224803.6,0.0,2052480.87231
1384,33,6240,78900,72660,206288.78125,488400.0,797006.105225,1167573.84952
7522,167,395340,534900,139560,95630.390625,170383.2,0.0,194550.220621
1379,49,536400,3991980,3455580,2814676.75,2252972.4,3961462.65698,3188616.10739
796,144,99240,1807260,1708020,1726122.25,1666788.0,2073910.73218,1929598.22183
1395,133,19920,6181200,6161280,5627175.5,5747445.6,3948359.99884,3699109.86245
7689,186,2747400,3636240,888840,889640.0625,897409.2,27174621141.9,390955.431329
9075,21,470460,470460,0,0.0,89746.8,0.0,-329849.83323
1736,79,1559700,4151700,2592000,2601625.5,2590345.2,2823450.38696,2647055.28082
7826,131,5968500,6825900,857400,855604.6875,858291.6,1492596.76654,1055296.4037
1680,146,1482000,6670800,5188800,5197925.5,5207335.2,5866494.91046,5600386.84209
6517,26,261840,2036760,1774920,1756335.625,1781857.2,0.0,2121475.12445
6257,151,2820180,3643800,823620,860153.3125,790516.8,0.0,947612.980401
6834,2,1706220,2555640,849420,799414.0625,759902.4,0.0,-146529.004067
6890,151,3367320,3643800,276480,273149.96875,291453.6,0.0,308904.46365
4440,168,54060,438000,383940,376938.1875,565869.6,986830.156433,934286.841903
5301,134,3203400,3656580,453180,446396.4375,478939.2,225197.200989,306433.078307
1135,76,1087200,7552500,6465300,6468692.5,6473850.0,6968846.42358,6187242.31217
3050,192,14400,4648740,4634340,4826063.5,4458650.4,4075123.74268,3682028.03337
1518,132,154500,1658640,1504140,1550138.25,1410543.6,1626977.2179,1711661.90447
1462,148,0,1938900,1938900,1523076.5,1612866.0,1890546.44879,2366283.16242
8225,14,899400,1327560,428160,438941.71875,409863.6,0.0,-680127.421805
7874,179,188760,345960,157200,160911.25,176463.6,197938.422485,1222634.93522
1285,108,14220,3191940,3177720,3270191.0,3073186.8,3332817.07166,3449737.40282
5114,187,265440,2496960,2231520,1611297.75,1699762.8,1273413.8819,989001.973246
3034,173,210900,3215700,3004800,3003314.25,2997280.8,2895639.13513,2514889.30479
7923,209,686040,1091400,405360,373323.4375,315332.4,1696338.48407,1425669.999
5339,152,812460,3766500,2954040,2317939.75,2347154.4,2295593.10553,1690735.28355
1111,87,1034460,1090800,56340,56233.5898438,139364.4,261014.318115,21462.9510979
8415,220,2388840,2714040,325200,312448.90625,323035.2,497489.282043,128765.481219
3277,135,2442000,5649480,3207480,3102318.25,2972427.6,2888255.88147,2900093.70794
1845,115,590580,954000,363420,771752.4375,1082052.0,890545.271057,1442328.24473
5510,142,4538760,7299960,2761200,2678717.75,2705131.2,0.0,2724408.89088
7854,42,103680,953340,849660,455572.90625,593449.2,1676008.13055,1345423.67227
3837,203,1031820,1897500,865680,869070.8125,883124.4,152873.420898,983337.987694
5396,98,4500180,7319880,2819700,2836754.0,2920734.0,2907363.91119,2970044.8963
4654,142,3894960,7299960,3405000,3388721.0,3340422.0,4821093.77197,3448990.07762
5201,177,1215600,1713060,497460,393463.78125,517762.8,587256.143982,340445.691343
